page_number,titel,url,year
3,"ESTI – Rappel du ventilateur Satrap style windy par Coop
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58514.html,2015
4,OFROU – Coop Brico+Loisirs rappelle les batteries des vélos électriques Leopard E-City 44 et E-City 48,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58430.html,2015
4,"ESTI – IKEA rappelle la veilleuse PATRULL pour risque de décharge électrique
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58417.html,2015
4,OSAV - Rappel: fromage à pâte molle Perail la Tradition contient des bacteries,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58529.html,2015
4,"Sécurité des denrées alimentaires, mise en garde publique: Salmonelles dans les gaufrettes au chocolat Twin Bar de la marque Schär",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58410.html,2015
4,OFROU – Rappel de certaines batteries Panasonic 48 V des vélos électriques FLYER Vollblut,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58344.html,2015
4,"ESTI – Avertissement de sécurité concernant les pompes Grundfos Conlift
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58265.html,2015
4,"Sécurité alimentaire, mise en garde publique: Listeria dans le Gorgonzola Dolce vendu à Migros",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58266.html,2015
4,OSAV - Rappel du set de barbecue «Best Choice»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58270.html,2015
4,OFROU – Rappel des batteries Panasonic « NKY442B2 » (48V/412Wh) pour vélo,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58230.html,2015
4,Sécurité alimentaire : mise en garde publique – moutarde et sulfites non déclarés dans des marinades ***delicatessa,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58175.html,2015
5,"ESTI – Rappel des haut-parleurs Beats Pill XL par Apple
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58144.html,2015
5,"BFC – Rappel des sacs à dos « JetForce Avalanche Airbag » des marques Black Diamond, PIEPS et POC",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58130.html,2015
5,"Sécurité alimentaire : mise en garde publique – présence d'entérotoxines de Staphylococcus aureus dans des fromages à griller
           (dernière modification, le 13.07.2015)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58098.html,2015
5,OSAV - Rappel de la trottinette Toys’R’Us « Avigo Twist N’Run Scooter »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58049.html,2015
5,BFC – Rappel de poignées de sécurité pour fenêtre par Lidl,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57956.html,2015
5,"OSAV - Sécurité alimentaire : mise en garde publique – Des salmonelles dans du jambon de Bayonne Aoste vendu chez Migros Vaud, Aligro et LeShop",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57884.html,2015
5,OFROU – Rappel des batteries du modèle de vélo électrique Crosswave Ezy- E ED 1.2. par Migros,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57807.html,2015
5,BFC – Avis de sécurité relatif au gilet de protection RideRite de la marque Tipperary,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57794.html,2015
5,"OSAV - Rappel : Mélange de fruits SWEET VALLEY, sorte: fraises, ALDI SUISSE",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57768.html,2015
5,OFROU – Avis de rappel de certains vélos TREK,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57726.html,2015
6,"ESTI – Programme de remplacement volontaire de Acer pour certains cordons d'alimentation secteur ""LS-15"" du fournisseur Line Tek
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57601.html,2015
6,OSAV - Rappel: Sauce Knoblauch de Heinz - alerte allergie,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57581.html,2015
6,OFROU – Rappel du vélo tout terrain 20 pouces Sport de la marque Avigo par TOYS R US,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57367.html,2015
6,BFC – Rappel des barrières de sécurité à montage par pression PATRULL KLÄMMA et PATRULL SMIDIG de IKEA,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57497.html,2015
6,"ESTI – Rappel des chargeurs CE 12V des véhicules électriques FEBER
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57293.html,2015
6,"ESTI – Rappel de la lampe de table «POLS POTTEN Dynatech Impex»
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57095.html,2015
6,"ESTI – Rappel des chaussons chauffants « Trim Heat » et « Foam Heat »
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57007.html,2015
6,BFC – Rappel volontaire des chaussures de ski SCARPA F1 EVO et F1 EVO WMN,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56959.html,2015
6,OFROU – Rappel de sécurité des amortisseurs Öhlins TTX36,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56853.html,2015
6,BFC – Rappel de l’ensemble table et bancs Coop Oecoplan,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57070.html,2015
7,"Sécurité alimentaire : mise en garde publique – alcaloïdes tropaniques dans des boulettes au millet
           (dernière modification, le 01.04.2015)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56767.html,2015
7,BFC – Rappel préventif des DVA ORTOVOX S1+,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56746.html,2015
7,OSAV - Rappel de produit : Claire’s rappelle des chapeaux en forme de renne,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-57001.html,2015
7,OSAV - Rappel: Aldi rappelle des cervelas,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56999.html,2015
7,Sécurité alimentaire : mise en garde publique – présence d'alcaloïdes tropaniques dans d'autres lots de millet brun sauvage moulu,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56542.html,2015
7,BFC – Consigne de sécurité relative à la cheminée de table à l’éthanol Mozart,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56526.html,2015
7,OSAV - Rappel du costume de chat pour enfants de 2 et 3 ans,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56998.html,2015
7,Sécurité alimentaire : mise en garde publique – présence d'alcaloïdes tropaniques dans du millet brun sauvage moulu,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56402.html,2015
7,ESTI – Rappel des jacuzzis des marques MSpa et Welfun par Migros,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56360.html,2015
7,BFC – Consigne de sécurité pour les chaussures de sécurité pour hommes de la marque King Craft Fashion,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56106.html,2015
8,OSAV - Sécurité alimentaire : mise en garde publique – salmonelles dans la mousse de sésame tahina (brune) de Rapunzel,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56090.html,2015
8,"OSAV - Par mesure de précaution, Coop rappelle les Crispy dinde",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56089.html,2015
8,OSAV - Sécurité alimentaire : mise en garde publique – salmonelles dans d’autres lots de mousse de sésame tahina d’Alnatura vendus à la Migros,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56072.html,2015
8,OSAV - Sécurité alimentaire : mise en garde publique – salmonelles dans la mousse de sésame tahina d’Alnatura vendue à la Migros,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-56029.html,2015
8,BFC – Rappel volontaire des bouteilles en acier européennes et des systèmes ABS Twinbag pour contrôle,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-55988.html,2015
8,ESTI – Consigne de sécurité pour les chauffe-eau électriques et combiné de marque “Elcalor”,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-55912.html,2015
8,BFC – Communication concernant la révision des airbags d’avalanche Mammut/Snowpulse,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-55857.html,2015
8,ESTI - Rappel des cordons d’alimentation secteur « LS-15 »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-55831.html,2015
1,ESTI – Rappel volontaire de meuleuses d’angle Bosch des séries GWS et PWS,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-65080.html,2016
1,ESTI –  ECCO Safety Group Europe procède au rappel volontaire de certaines lampes de travail LED,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-65006.html,2016
1,Migros rappelle deux fromages «L’Etivaz»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-65017.html,2016
1,BFC – SodaStream Suisse procède au rappel d’un lot d’un type de bouteilles de gazéification,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64834.html,2016
1,Rappel des Escalopes Délicorn Quorn Mozzarella & Pesto et des Escalopes Cornatur Quorn Mozzarella & Pesto,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64601.html,2016
1,Mise en garde publique : protéines du lait non déclarées dans des boules de massepain « olo marzipan » – risque pour les personnes allergiques,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64552.html,2016
1,ESTI – Avenir Telecom rappelle volontairement trois chargeurs de la marque «Energizer»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64397.html,2016
1,BFC – Rappel des caquelons à fondue Harmony et Legno avec manche de la marque Stöckli,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64396.html,2016
1,BFC – Rappel de montants ELVARLI de IKEA,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64312.html,2016
1,ESTI - Mise à jour sur la programme d’échange du smartphone Galaxy Note7,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64149.html,2016
2,"Sécurité des denrées alimentaires, mise en garde publique : protéines de lait dans le produit aha! Blévita aux graines de courge, risque pour les personnes allergiques",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64150.html,2016
2,BFC – Avis de sécurité important concernant les cuisinières à gaz indépendantes des marques BOSCH et SIEMENS,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64144.html,2016
2,ESTI - Programme d’échange du smartphone Galaxy Note7,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-64081.html,2016
2,BFC – Vérification de sécurité  de SKYLOTEC GmbH concernant les appareils d’assurage en hauteur PEANUT I et Y,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63922.html,2016
2,BFC – Avertissement de sécurité de Haltho AG concernant UPPAbaby l’arceau de sécurité de la poussette VISTA 2015,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63457.html,2016
2,Mise en garde publique : Listeria dans du gorgonzola vendu à la Migros et au Volg,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63455.html,2016
2,Pichet à contrôler,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63671.html,2016
2,BFC – Avertissement de sécurité pour certains vélos Cannondale Bad Boy et Bad Girl de 2010 - 2012,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63294.html,2016
2,ESTI – Note de sécurité de Denon pour certains lots de ses HEOS 1 GoPack,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63281.html,2016
2,Coop rappelle ses barres fruitées à la mangue bio Naturaplan 3x30 g,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63662.html,2016
3,BFC – Rappel de Van Graaf GmbH & Co. concernant des shorts de bain de la marque Ocean Cup,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62916.html,2016
3,ESTI – Rappel volontaire des taille-haies STIHL à batterie HSA 65 et HSA 85,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62691.html,2016
3,ESTI – Rappel volontaire d’une cisaille à bordure de la marque AYCE par Jumbo-Markt AG,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62582.html,2016
3,Coop rappelle les rondelles de pommes séchées bio Naturaplan,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-63664.html,2016
3,BFC – IKEA rappelle les barrières de sécurité PATRULL pour risque de chute des enfants dans les escaliers,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62411.html,2016
3,Mise en garde publique: non-déclaration des constituants du lait du chocolat noir d’IKEA - risque pour les allergiques,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62408.html,2016
3,"ESTI – Avis de rappel de sécurité concernant des batteries d’ordinateurs portables HP
           (dernière modification, le 16.06.2016)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62235.html,2016
3,BFC – Modification de sécurité importante sur le guidon Croozer 2016,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62257.html,2016
3,BFC – Avertissement de sécurité important de Thule Group concernant les porte-vélos Thule Sprint 569000,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62184.html,2016
3,BFC – Remarque importante concernant la sécurité: Gonser International Trading GmbH rappelle les groupes électrogènes avec l'Art-ID 1654 / N°d'article 5716-0057,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-62057.html,2016
4,"Rappel : Lidl Suisse rappelle à titre préventif les produits végétariens « Charcuterie végétarienne My best Veggie, raffinée, aux cornichons et aux poivrons »",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61965.html,2016
4,Mise en garde publique : entérobactéries (Cronobacter) dans la préparation pour nourrissons Bimbosan,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61961.html,2016
4,BFC – Rappel de la tronçonneuse à accu KSA 20.18 LI de la marque AYCE par Jumbo-Markt AG,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61914.html,2016
4,BFC – Avis de sécurité pour certains modèles de chaises hautes pour enfants Herlag Tipp-Topp et Tipp-Topp Comfort par la société Heinz Kettler GmbH & Co. KG,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61891.html,2016
4,BFC – Rappel pour des tiges de selle Syncros FL1.0 de diamètre de 27.2 mm de la société Scott,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61865.html,2016
4,ESTI – Informations importantes relatives à certains modèles de la gamme Magna3 de Grundfos,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61706.html,2016
4,"BFC – Rappel volontaire pour inspection des sets de via ferrata Easy Rider et Iron Cruiser, poignées d'ascension Index, des coinceurs Camalots TM et Camalot Ultralights TM",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61673.html,2016
4,ESTI – Annonce de Sony Europe Limited concernant la batterie VGP-BPS26 des ordinateurs portables VAIO,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61662.html,2016
4,Mise en garde publique : bactérie pathogène dans la mousse lavante « DiaClin – BodyWash » – risque pour les diabétiques,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61576.html,2016
4,ESTI – Rappel volontaire de la société TARGA GmbH de l’article Déshydrateur alimentaire SDA 260 A1 de la marque Silvercrest,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61300.html,2016
5,Mise en garde publique: dangers de blessure et de strangulation liés au costume de chauve-souris « Lattjo » pour enfants vendu chez IKEA,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61239.html,2016
5,"BFC – Campari Schweiz AG rappelle certaines quantités du produit Amaro Averna en bouteilles de 0,7l en raison d’un bec verseur qui pourrait être défectueux",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61181.html,2016
5,ESTI – Rappel d’IKEA des lampes GOTHEM en raison de risques de décharge électrique,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61152.html,2016
5,ESTI – Rappel volontaire de la perceuse à percussion Einhell TH-ID 1000E,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-61132.html,2016
5,ESTI –Rappel de divers produits par la Atika GmbH,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60974.html,2016
5,BFC – Rappels volontaires de sangles en nylon ainsi que de mousquetons et dégaines de Black Diamond,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60879.html,2016
5,"Rappel: Mars Chocolate rappelle les produits chocolatés Mars, Snickers, Milky Way et Celebrations",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60773.html,2016
5,ESTI – Indesit annonce une campagne pour remédier à des problèmes de sécurité potentiels concernant des sèche-linge,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60736.html,2016
5,"ESTI – Avis de sécurité concernant des cordons d'alimentation CA des appareils Microsoft Surface Pro, Microsoft Surface Pro 2 et de certains appareils Microsoft Surface Pro 3",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60728.html,2016
5,Mise en garde publique: des chaussettes pour bébés munies d'un hochet cousu à celles-ci vendues chez Migros présentent un risque de fausse déglutition et d'étouffement,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60695.html,2016
6,"Sécurité des denrées alimentaires, mise en garde publique: composants lactiques non déclarés dans la saucisse à rôtir de veau aha! de la Migros – risque pour les personnes allergiques",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60677.html,2016
6,"Rappel: costume de carnaval pour enfants, combinaison poulet 1-tlg, vendu chez Coop, Loeb, O. Kessler SA et Zigzag SA",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60664.html,2016
6,"Rappel : accessoire de costume « Chapeau de fées avec voile » et costume « Cape, petit monstre » vendus chez Jumbo, Migros et Drogerie Müller",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60642.html,2016
6,Rappel : Crémo SA rappelle du lait entier UHT et/ou partiellement écrémé,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60629.html,2016
6,"ESTI – Rappel d’IKEA des plafonniers HYBY, LOCK et RINNA en raison de risques de chute d’abat-jour en verre",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60611.html,2016
6,BFC – Avertissement de sécurité pour le levier de serrage rapide sur certains vélos Specialized Disc Bikes,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60618.html,2016
6,BFC – Migros rappelle un jouet d’activité en peluche,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60735.html,2016
6,"Rappel : accessoire de costume « Chapeau de fées avec voile » et costume « Cape, petit monstre » vendus chez Jumbo, Migros et Drogerie Müller",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60615.html,2016
